Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
Bangladesh,2000,..,..,..,64.80999756,78.77999878,60.72999954,10.69999981,8.640000343,11.30000019,24.48999977,12.56999969,27.96999931,27.40099907,..,..,..,28.34499931,27.65,87.03099823,88.15,58.63399887,58.85,..,..,..,11038388,23.39224101,36149495,47188245,..,..,..,36588719,38970535,75559254,32.56885465,64.05640696
Bangladesh,2001,..,..,..,62.38999939,77.59999847,57.90999985,11.21000004,8.920000076,11.88000011,26.39999962,13.47999954,30.20000076,27.375,..,..,..,28.4659996,27.85,86.80500031,87.97,58.54899979,58.83,..,..,..,11394409,23.54837848,36992780,48387234,40.823349,53.89609146,47.48550034,37569470,39937379,77506783,32.7930413,..
Bangladesh,2002,..,..,..,59.90000153,76.15000153,55.06000137,11.72000027,9.350000381,12.42000008,28.38999939,14.5,32.52000046,27.36100006,17.61174,..,..,28.58200073,28.07,86.58999634,87.81,58.4679985,58.82,..,..,..,11754995,23.69918104,37845957,49600849,..,..,..,38566099,40917506,79483489,33.00843278,..
Bangladesh,2003,..,..,..,57.18999863,74.5,52,12.31000042,9.920000076,13.02000046,30.51000023,15.57999992,34.97999954,27.3010006,16.5739,..,..,28.68899918,28.29,86.38899994,87.67,58.38800049,58.83,..,..,..,12115141,23.84435632,38694487,50809260,..,..,..,39566278,41892291,81458456,33.20908819,29.83178839
Bangladesh,2004,..,..,..,54.29999924,72.62999725,48.83000183,12.97999954,10.64000034,13.68000031,32.72000122,16.72999954,37.49000168,27.08799934,..,..,..,28.78499985,28.51,86.19799805,87.53,58.30400085,58.83,..,..,..,12470447,23.98724048,39516809,51987835,..,..,..,40556589,42838162,83394678,33.39404685,..
Bangladesh,2005,..,..,..,51.16999817,70.55000305,45.41999817,13.78999996,11.52000046,14.46000004,35.04999924,17.93000031,40.11999893,26.84000015,..,..,..,28.87599945,28.72,86.01599884,87.4,58.21300125,58.82,..,..,..,12821924,24.13621414,40301213,53123178,..,..,..,41531247,43741407,85272649,33.57049833,..
Bangladesh,2006,..,..,..,48.08000183,68.23999786,42.04000092,14.52000046,12.47999954,15.13000011,37.40999985,19.28000069,42.83000183,27.01300049,..,..,..,28.87999916,28.83,85.86299896,87.25,58.06999969,58.73,72.58000183,41.68999863,83.98000336,13118893,24.2566772,40965018,54083636,..,..,..,42432861,44482064,86914914,33.63497608,33.63499124
Bangladesh,2007,..,..,..,47.84999847,67.66000366,41.72999954,15.28999996,12.64000034,16.10000038,36.86999893,19.70000076,42.16999817,27.2670002,..,..,..,29.27199936,29.39,85.24700165,86.77,57.8730011,58.68,..,..,..,13593116,24.73531546,41361363,54954286,43.74084854,49.8323288,46.66360092,43326422,45183061,88509490,34.33786385,..
Bangladesh,2008,..,..,..,47.66999817,67.02999878,41.5,16.04000092,12.77000046,17.09000015,36.29000092,20.20000076,41.40999985,27.56299973,..,..,..,29.67099953,29.96,84.62000275,86.28,57.67599869,58.64,..,..,..,14075801,25.22569394,41723437,55799460,..,..,..,44215584,45869498,90085073,35.063813,..
Bangladesh,2009,..,..,..,47.52999878,66.37000275,41.36000061,16.79000092,12.86999989,18.07999992,35.68000031,20.76000023,40.56000137,27.85700035,..,..,..,30.0720005,30.53,83.97299957,85.77,57.47800064,58.59,..,..,..,14566040,25.71726674,42073297,56639145,..,..,..,45107898,46572888,91680752,35.81151162,..
Bangladesh,2010,..,..,..,47.31000137,65.58999634,41.02999878,17.62999916,13.02000046,19.20999908,35.06999969,21.38999939,39.75999832,29.12199974,..,89.12999725,80.48000336,30.47400093,31.1,83.30000305,85.24,57.28099823,58.55,85.83999634,68.44999695,90.55999756,15065574,26.20406847,42427274,57493263,..,..,..,46011826,47316700,93328526,36.58343315,43.4819903
Bangladesh,2011,3.055809975,8.382499695,5.693860054,46.54999924,65.44999695,39.95000076,18.07999992,13.46000004,19.69000053,35.38000107,21.07999992,40.36000061,29.1609993,..,..,..,30.87299919,31.68,82.58799744,84.72,57.08300018,58.54,..,..,..,15587336,26.67374894,42849520,58436990,55.11943817,62.48305893,58.7691803,46942253,48166330,95108484,37.38194429,..
Bangladesh,2012,3.209140062,8.589389801,5.870419979,45.75999832,65.23999786,38.86999893,18.55999947,13.92000008,20.20000076,35.68000031,20.85000038,40.93000031,29.20999908,31.12012,..,..,31.27300072,32.26,81.85299683,84.2,56.88499832,58.54,..,..,..,16114311,27.13853151,43263174,59377977,54.23603821,61.54286957,57.86074829,47865923,49040218,96906019,38.20629901,..
Bangladesh,2013,3.115230083,7.838220119,5.502319813,45.00999832,64.93000031,37.86999893,19.02000046,14.39000034,20.69000053,35.97000122,20.69000053,41.43999863,29.27300072,..,87.69000244,80.66000366,31.67700005,32.84,81.09899902,83.66,56.68600082,58.55,80.08999634,54.68999863,91.02999878,16649940,27.60343068,43668854,60318372,57.78900146,64.21376801,61.01554108,48793443,49941512,98734867,39.05966834,41.04195029
Bangladesh,2014,3.768300056,7.971079826,5.85213995,44.27000046,64.51000214,36.84000015,19.45000076,14.86999989,21.12999916,36.27999878,20.62000084,42.02999878,29.68499947,31.13803,..,..,32.08599854,33.43,80.33200073,83.11,56.48799896,58.55,..,..,..,17197985,28.07272648,44063854,61262254,57.8609314,64.36508942,61.09329987,49741049,50870213,100611229,39.94173958,..
Bangladesh,2015,5.304870129,11.19056034,8.237139702,43.45999908,64.01000214,35.72999954,19.95999908,15.38000011,21.69000053,36.58000183,20.61000061,42.59000015,30.09199905,..,..,..,32.50299835,34.01,79.55699921,82.55,56.28900146,58.54,..,..,..,17761586,28.55397481,44441716,62203550,62.25299072,68.05535889,65.1373291,50714952,51818200,102533152,40.85498281,..
Bangladesh,2016,5.450230122,11.53439045,8.509599686,42.65999985,63.43000031,34.65000153,20.45999908,15.92000008,22.21999931,36.86999893,20.65999985,43.13000107,30.50799942,21.54318,..,..,32.93099976,34.59,78.77999878,82,56.09000015,58.53,77.51999664,52.88000107,88.69000244,18342713,29.05478428,44789120,63131472,69.89720917,75.61885071,72.7587204,51694770,52745990,104440785,41.80121892,41.80100502
Bangladesh,2017,5.916200161,12.05580997,8.976880074,40.59999847,59.88999939,32.56000137,20.42000008,16.76000023,21.95000076,38.97999954,23.36000061,45.5,33.68600082,21.54318,91.86000061,91.16000366,36.10900116,37.95,80.13500214,84.09,58.33000183,61.23,79.63999939,56.72000122,89.68000031,20497529,30.6597464,46357405,66854855,70.08570099,75.70236206,72.89296722,52700679,53691198,106391908,45.06021114,45.06012061
Bangladesh,2018,6.352620125,12.5016098,9.361740112,39.38999939,58.65000153,31.29000092,20.84000015,17.18000031,22.37999916,39.77000046,24.17000008,46.33000183,33.79800034,21.18877,..,..,36.24200058,38.25,80.07499695,84.17,58.34899902,61.4,..,..,..,20957542,30.78675782,47115295,68073235,71.18193817,76.66925812,73.91220093,53707370,54633816,108341203,45.26007113,..
Bangladesh,2019,6.671770096,12.94727993,9.760549545,38.29999924,57.56999969,30.13999939,21.31999969,17.65999985,22.87000084,40.38000107,24.77000046,46.99000168,33.85800171,..,..,..,36.31100082,38.48,80.01200104,84.23,58.33599854,61.54,..,..,..,21374405,30.87458395,47854675,69229775,71.94838715,77.44149017,74.6844635,54681540,55546280,110227827,45.38194315,..
Bangladesh,2020,10.52626991,17.78063011,14.1016798,..,..,..,..,..,..,..,..,..,31.78100014,..,..,..,34.54499817,..,78.56199646,..,56.7140007,..,..,..,..,20683117,30.23287146,47729965,68412678,72.00478363,77.81671143,74.9088974,55605603,56413569,112019174,43.97163988,..
Bangladesh,2021,..,..,..,..,..,..,..,..,..,..,..,..,32.12400055,..,..,..,34.86899948,..,78.78199768,..,56.97100067,..,..,..,..,21223714,30.39938896,48592736,69816252,..,..,..,..,..,..,44.26011082,..
Bhutan,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.69100189,62.75,81.82800293,83.15,70.73500061,73.36,..,..,..,84487,39.78255137,127883,212372,..,..,..,136841,148375,285219,71.72483721,..
Bhutan,1991,..,..,..,69.84999847,78.44999695,63.93999863,5.849999905,4.980000019,6.449999809,24.29999924,16.56999969,29.61000061,57.70100021,..,..,..,58.57600021,62.42,81.63300323,82.76,70.56500244,72.99,..,..,..,85093,39.84948674,128443,213536,..,..,..,137815,149021,286832,71.75529246,..
Bhutan,1992,..,..,..,69.63999939,78.29000092,63.66999817,5.900000095,4.980000019,6.53000021,24.46999931,16.71999931,29.80999947,57.58499908,..,..,..,58.47299957,62.13,81.41600037,82.35,70.38899994,72.62,..,..,..,85179,39.92528569,128170,213346,..,..,..,137916,148730,286642,71.82003453,..
Bhutan,1993,..,..,..,69.44999695,78.15000153,63.45000076,5.909999847,4.96999979,6.559999943,24.63999939,16.88999939,29.98999977,57.51900101,..,..,..,58.37900162,61.84,81.18000031,81.91,70.20800018,72.24,..,..,..,85077,40.01232205,127550,212627,..,..,..,137686,148063,285747,71.91303449,..
Bhutan,1994,..,..,..,69.19999695,77.97000122,63.13000107,5.960000038,4.96999979,6.650000095,24.84000015,17.05999947,30.21999931,57.42200089,..,..,..,58.2840004,61.54,80.93599701,81.45,70.02100372,71.84,..,..,..,85218,40.11202636,127232,212450,..,..,..,137849,147748,285601,72.01245744,..
Bhutan,1995,..,..,..,68.93000031,77.83000183,62.75,6.019999981,4.96999979,6.75,25.04999924,17.20000076,30.5,57.3390007,..,..,..,58.19800186,61.22,80.69200134,80.96,69.83499908,71.42,..,..,..,85905,40.22617124,127652,213555,..,..,..,138878,148286,287163,72.1236317,..
Bhutan,1996,..,..,..,68.52999878,77.44000244,62.25,6.079999924,5.010000229,6.829999924,25.38999939,17.54999924,30.92000008,57.74700165,..,..,..,58.5909996,61.51,80.3239975,80.55,69.81099701,71.32,..,..,..,88457,40.59988526,129416,217875,..,..,..,141914,150823,292740,72.94333129,..
Bhutan,1997,..,..,..,68.22000122,77.11000061,61.84999847,6.119999886,5.010000229,6.920000076,25.65999985,17.87999916,31.22999954,58.25099945,..,..,..,59.08800125,61.92,79.90499878,80.12,69.81099701,71.28,..,..,..,91944,41.04129841,132081,224028,..,..,..,146152,154551,300708,73.94781572,..
Bhutan,1998,..,..,..,67.91999817,76.79000092,61.45000076,6.179999828,5,7.050000191,25.89999962,18.20999908,31.5,58.81600189,..,..,..,59.65200043,62.43,79.44200134,79.71,69.82800293,71.29,..,..,..,96102,41.49750632,135478,231585,..,..,..,151222,159270,310503,75.08874326,..
Bhutan,1999,..,..,..,67.45999908,76.41999817,60.84000015,6.349999905,5.03000021,7.329999924,26.19000053,18.54999924,31.82999992,59.27600098,..,..,..,60.26300049,63.03,78.93399811,79.3,69.86100006,71.37,..,..,..,100586,41.91921718,139361,239952,..,..,..,156594,164728,321329,76.34606372,..
Bhutan,2000,..,..,..,66.77999878,75.80000305,60.06999969,6.619999886,5.139999866,7.730000019,26.60000038,19.05999947,32.20000076,59.56499863,..,..,..,60.9109993,63.71,78.38600159,78.9,69.90699768,71.51,..,..,..,105128,42.27644892,143536,248668,..,..,..,161865,170704,332567,77.70647573,..
Bhutan,2001,..,..,..,66.05999756,75.23999786,59.25,6.949999809,5.25,8.210000038,26.98999977,19.51000023,32.54000092,59.87099838,..,..,..,61.65000153,64.51,77.68800354,78.36,69.96299744,71.67,..,..,..,109403,42.44325213,148355,257763,..,..,..,166225,177967,344196,79.35588343,..
Bhutan,2002,..,..,..,65.30000305,74.66000366,58.31999969,7.269999981,5.369999886,8.680000305,27.44000053,19.96999931,33,60.7120018,..,..,..,62.41500092,65.34,76.98400116,77.92,70.02899933,71.9,..,..,..,113707,42.54673492,153544,267252,..,..,..,170466,185841,356316,81.07528834,..
Bhutan,2003,..,..,..,64.68000031,74.05000305,57.70000076,7.380000114,5.449999809,8.819999695,27.94000053,20.51000023,33.49000168,61.60400009,..,..,..,63.17900085,66.17,76.30500031,77.58,70.09700012,72.18,..,..,..,118036,42.6268937,158868,276905,..,..,..,174661,193973,368632,82.79798257,..
Bhutan,2004,..,..,..,64.01000214,73.30000305,57.09000015,7.539999962,5.559999943,9.010000229,28.45999908,21.14999962,33.90000153,61.7840004,..,..,..,63.90200043,66.95,75.66500092,77.36,70.14700317,72.47,..,..,..,122389,42.73224654,164025,286409,..,..,..,178893,201922,380806,84.45384214,..
Bhutan,2005,..,..,..,63.31999969,72.55000305,56.36000061,7.639999866,5.639999866,9.140000343,29.04999924,21.80999947,34.5,62.4070015,..,..,..,64.55699921,67.66,75.07900238,77.23,70.1740036,72.76,..,..,..,126753,42.88803021,168792,295544,38.68066025,65.0477829,52.81468964,183224,209354,392575,85.9854249,66.74128998
Bhutan,2006,..,..,..,62.79999924,72.02999878,55.86999893,7.550000191,5.630000114,8.989999771,29.64999962,22.34000015,35.13999939,62.39799881,..,..,..,64.86299896,67.95,74.58799744,76.96,70.05999756,72.76,..,..,..,130431,43.10073062,172201,302619,..,..,..,187387,214619,401992,86.96171126,77.28532077
Bhutan,2007,..,..,..,62.22999954,70.76999664,55.81999969,7.25,5.929999828,8.239999771,30.52000046,23.29000092,35.93999863,62.09799957,..,..,..,65.16100311,68.25,74.10900116,76.7,69.94400024,72.76,..,..,..,134102,43.37049363,175107,309201,..,..,..,191514,219284,410782,87.92589577,..
Bhutan,2008,..,..,..,61.72999954,69.30999756,56.02000046,6.829999924,6.130000114,7.349999905,31.44000053,24.55999947,36.63999939,62.22299957,..,..,..,65.44300079,68.55,73.64399719,76.47,69.82299805,72.77,..,..,..,137765,43.67003943,177711,315468,..,..,..,195637,223580,419206,88.86399882,..
Bhutan,2009,..,..,..,60.77999878,67.58999634,55.61999893,6.670000076,6.409999847,6.880000114,32.54999924,26,37.50999832,62.06399918,..,..,..,65.6969986,68.85,73.19799805,76.28,69.69999695,72.81,..,..,..,141435,43.9576321,180323,321753,..,..,..,199826,227888,427709,89.75245273,89.75264919
Bhutan,2010,..,..,..,59.59999847,65.86000061,54.86999893,6.630000114,6.71999979,6.559999943,33.77000046,27.42000008,38.56999969,60.84400177,..,..,..,63.41500092,65.9,72.29100037,74.48,68.15000153,70.47,..,..,..,139595,43.41437017,181944,321541,..,..,..,204102,232470,436573,87.72184725,87.72146831
Bhutan,2011,..,..,..,60.15000153,68.23999786,54.20999908,9.199999809,8.609999657,9.630000114,30.64999962,23.14999962,36.15999985,59.37099838,..,..,..,62.4090004,63.35,71.74500275,72.68,67.38999939,68.32,..,..,..,140569,43.199496,184825,325395,..,..,..,208635,237659,446293,86.98724372,86.98782117
Bhutan,2012,2.569050074,6.593430042,4.54776001,58.34999847,66.93000031,51.20999908,9.909999847,9.270000458,10.43999958,31.73999977,23.79999924,38.34999847,61.66500092,..,..,..,63.06100082,64.73,65.49500275,67.24,64.36000061,66.07,..,..,..,145335,45.68085167,172814,318153,45.20450974,66.00305939,55.31755829,213283,243131,456420,96.283683,96.28445455
Bhutan,2013,..,..,..,56.34000015,66.20999908,49.49000168,10.96000004,10.26000023,11.44999981,32.70000076,23.53000069,39.06000137,56.12599945,15.48387,..,..,58.31900024,59.4,71.38899994,72.66,65.30000305,66.47,..,..,..,137475,41.60575989,192944,330423,..,..,..,217968,248762,466741,81.6918577,81.69209816
Bhutan,2014,..,..,..,56.65000153,66.77999878,50,10.82999992,8.409999847,12.42000008,32.52000046,24.80999947,37.58000183,52.125,..,..,..,54.07600021,56.2,70.04000092,71.76,62.61000061,64.5,57.81999969,47.33000183,64.73999786,130244,40.19678041,193768,324016,..,..,..,222543,254394,476945,77.2073094,77.20681556
Bhutan,2015,..,..,..,58,66.30000305,52.29000092,9.649999619,9.239999771,9.93999958,32.34999847,24.45999908,37.77999878,53.31299973,..,..,..,55.10599899,61.2,70.1190033,75.08,63.13999939,68.61,63.04000092,54.47999954,69.13999939,135411,40.57173333,198348,333757,..,..,..,226892,259902,486795,78.58925028,78.58948916
Bhutan,2016,..,..,..,57.22000122,65.83999634,51.29999924,9.93999958,9.380000114,10.31999969,32.84000015,24.78000069,38.36999893,53.10800171,..,..,..,54.92499924,61.59,69.96299744,75.41,62.98400116,68.98,..,..,..,137578,40.47364086,202338,339920,..,..,..,231096,265553,496649,78.50578341,..
Bhutan,2017,7.386429787,12.6711998,10.19937038,56.52000046,65.05000305,50.68000031,10.21000004,9.43999958,10.72999954,33.27000046,25.51000023,38.59000015,52.85800171,..,..,..,54.64300156,61.9,69.88300323,75.81,62.82300186,69.35,..,..,..,139237,40.29116521,206342,345577,57.08361816,75.01985168,66.5611496,234918,270989,505907,78.19211972,..
Bhutan,2018,..,..,..,56.11999893,64.37999725,50.49000168,10.22000027,9.569999695,10.65999985,33.65999985,26.04999924,38.84000015,52.52000046,..,..,..,54.29100037,62.13,69.83899689,76.25,62.65100098,69.71,..,..,..,140548,40.06145409,210283,350831,..,..,..,238480,276208,514691,77.73737136,..
Bhutan,2019,..,..,..,55.77999878,64.01000214,50.20999908,10.14999962,9.569999695,10.55000019,34.06000137,26.43000031,39.24000168,52.11899948,..,..,..,53.91699982,62.31,69.77999878,76.69,62.45999908,70.04,..,..,..,141748,39.83363777,214103,355850,..,..,..,241935,281291,523229,77.26712634,..
Bhutan,2020,..,..,..,..,..,..,..,..,..,..,..,..,48.52999878,..,..,..,50.90200043,..,66.81999969,..,59.48699951,..,..,..,..,135907,39.4229291,208828,344741,..,..,..,245369,286277,531647,76.17779207,..
Bhutan,2021,..,..,..,..,..,..,..,..,..,..,..,..,48.71500015,..,..,..,51.625,..,67.39700317,..,60.13899994,..,..,..,..,139388,39.41778817,214322,353617,..,..,..,..,..,..,76.59836131,..
Cambodia,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.70300293,79.13,81.72699738,84,79.05200195,81.43,..,..,..,2042629,51.6698358,1910584,3953233,..,..,..,2507071,2233376,4740441,93.85271134,..
Cambodia,1991,..,..,..,78.12999725,80.45999908,75.73000336,6.019999981,6.920000076,5.090000153,15.85000038,12.63000011,19.18000031,75.63600159,..,..,..,76.53500366,79.2,81.74099731,84.31,78.97299957,81.61,..,..,..,2093291,51.53105724,1968785,4062193,..,..,..,2573077,2297408,4870577,93.63111067,..
Cambodia,1992,..,..,..,77.76000214,80.06999969,75.38999939,6.179999828,7.090000153,5.25,16.05999947,12.84000015,19.36000061,75.46800232,..,..,..,76.39800262,79.34,81.75299835,84.84,78.90599823,81.94,..,..,..,2136566,51.46444522,2014883,4151538,..,..,..,2628903,2347010,4976030,93.44978675,..
Cambodia,1993,..,..,..,77.69000244,79.90000153,75.43000031,6.28000021,7.21999979,5.320000172,16.03000069,12.88000011,19.23999977,75.38899994,..,..,..,76.3809967,79.57,81.75499725,85.46,78.89800262,82.35,..,..,..,2181832,51.46654382,2057406,4239321,..,..,..,2683191,2392699,5075969,93.42670084,110.2582899
Cambodia,1994,..,..,..,78.83000183,80.38999939,77.23999786,5.769999981,6.730000019,4.789999962,15.39999962,12.88000011,17.97999954,76.76499939,..,..,..,78.44599915,80.97,81.41699982,86.92,79.83799744,83.77,..,..,..,2299286,52.22307723,2103493,4402816,..,..,..,2751796,2453208,5205034,96.35088412,..
Cambodia,1995,..,..,..,78.37000275,79.98999786,76.70999908,6.090000153,7.050000191,5.110000134,15.53999996,12.96000004,18.19000053,77.15299988,..,..,..,78.14800262,80.79,81.48000336,86.71,79.71099854,83.58,..,..,..,2366565,52.05387764,2179806,4546376,..,..,..,2842621,2537841,5380466,95.91065219,..
Cambodia,1996,..,..,..,77.75,79.30000305,76.16999817,6.340000153,7.360000134,5.289999962,15.90999985,13.34000015,18.54000092,76.94799805,..,..,..,78.02200317,80.6,81.50700378,86.3,79.65599823,83.28,..,..,..,2444534,52.01678473,2254986,4699510,..,..,..,2943013,2623205,5566227,95.72429307,98.93616331
Cambodia,1997,..,..,..,77.30000305,78.66999817,75.87999725,6.610000134,7.690000057,5.480000019,16.10000038,13.64000034,18.63999939,76.87599945,..,..,..,77.97000122,80.82,81.51599884,85.76,79.63400269,83.15,..,..,..,2546064,51.97478817,2352539,4898652,..,..,..,3070452,2736844,5807323,95.64993661,..
Cambodia,1998,..,..,..,76.75,77.91999817,75.51999664,6.880000114,8.06000042,5.650000095,16.37000084,14.02000046,18.81999969,76.7990036,..,..,..,77.87799835,80.92,81.53199768,84.97,79.59400177,82.83,..,..,..,2665656,51.8967639,2470743,5136459,56.99250031,79.48217773,67.3350296,3222430,2875946,6098437,95.51832479,90.49377994
Cambodia,1999,..,..,..,75.37999725,76.69999695,73.98000336,7.610000134,8.770000458,6.389999866,17.02000046,14.52999973,19.63999939,76.47100067,..,..,..,77.44100189,81.04,81.60900116,84.23,79.40000153,82.55,..,..,..,2781554,51.68748992,2599893,5381484,..,..,..,3385638,3026859,6412551,94.89272114,94.89221191
Cambodia,2000,..,..,..,73.48000336,74.80000305,72.08000183,8.539999962,9.720000267,7.289999962,17.98999977,15.48999977,20.62999916,75.4980011,5.6,..,..,76.47899628,80.1,80.96700287,82.79,78.58999634,81.37,60.88000107,42.70000076,65.48999786,2875464,51.53455905,2704237,5579681,..,..,..,3547719,3177627,6725345,94.45699306,94.45679276
